date,device,failure,metric1,metric2,metric3,metric4
2/9/2015,Z1F0MYCF,0,38757184,0,0,0
2/9/2015,Z1F0MYEL,0,178941360,0,3,0
2/9/2015,Z1F0N5AD,0,191284080,0,0,0
2/9/2015,Z1F0N7VR,0,101588296,0,0,0
2/9/2015,Z1F0P16F,0,140267064,1096,0,0
2/9/2015,Z1F0PSHD,0,1436112,0,0,0
2/9/2015,Z1F0Q8RT,0,8897144,0,0,4
2/9/2015,Z1F0Q9H0,0,55869096,0,0,0
2/9/2015,Z1F0QGSE,0,28340544,0,0,0
2/9/2015,Z1F0QGWP,0,197692592,0,0,0
2/9/2015,Z1F0QH0C,0,182968952,0,1,0
2/9/2015,Z1F0QH7R,0,67518384,0,0,0
2/9/2015,Z1F0QK05,0,53591680,0,0,0
2/9/2015,Z1F0QKGH,0,118784632,0,0,0
2/9/2015,Z1F0QKMV,0,224350168,0,0,0
2/9/2015,Z1F0QL3N,0,19223648,0,0,0
2/9/2015,Z1F0QLC1,0,8712368,0,0,0
2/9/2015,Z1F0QLC7,0,177575744,0,0,0
2/9/2015,Z1F0QQ5F,0,136909520,0,0,0
2/9/2015,Z1F0QZJB,0,124232152,0,0,6
2/9/2015,Z1F0R8QZ,0,24020928,0,15,0
2/9/2015,Z1F0RGQV,0,31194432,0,0,0
2/9/2015,Z1F0VJ8V,0,101394880,0,0,0
2/9/2015,Z1F0VNSW,0,124705800,0,0,0
2/9/2015,Z1F0W23J,0,652848,0,0,0
2/9/2015,Z1F0WPTF,0,161273752,0,0,0
2/9/2015,Z1F0ZCPW,0,121165520,0,0,0
2/9/2015,Z1F11B2R,0,135739712,0,0,0
2/9/2015,Z1F11SL0,0,149708112,0,0,0
2/9/2015,Z1F11SYE,0,41394856,0,0,3
2/9/2015,Z1F130LH,0,35330704,2464,0,0
2/9/2015,Z1F1479Y,0,234942112,0,0,0
2/9/2015,Z1F147WQ,0,225787392,0,0,0
2/9/2015,Z1F148T1,0,224987952,0,0,0
2/9/2015,Z1F14BGY,0,96950040,0,0,0
2/9/2015,Z1F15HYM,0,237911392,0,0,0
2/9/2015,Z1F1652D,0,221298552,0,0,0
2/9/2015,Z1F1653X,0,171818200,0,0,34
2/9/2015,Z1F16BR1,0,32978320,0,0,0
2/9/2015,Z1F17XPD,0,116830200,0,1,0
2/9/2015,Z1F17YTD,0,39657544,0,1,0
2/9/2015,Z1F17ZCN,0,20663000,0,1,10
2/9/2015,Z1F18YB3,0,158943880,0,0,0
2/9/2015,Z1F18YST,0,225532032,0,0,0
2/9/2015,Z1F1901P,0,55246072,0,0,0
2/9/2015,Z1F19KMH,0,72065992,0,0,0
2/9/2015,Z1F19QH0,0,47879752,0,0,0
2/9/2015,Z1F19TP2,0,160554080,24,0,0
2/9/2015,Z1F19TVX,0,43723296,0,0,0
2/9/2015,Z1F1A0LM,0,66712840,0,0,0
2/9/2015,Z1F1A0RP,0,24138912,0,0,0
2/9/2015,Z1F1A1HH,0,234448296,0,0,0
2/9/2015,Z1F1A83K,0,222636400,0,0,0
2/9/2015,Z1F1AD0M,0,103213344,0,0,1
2/9/2015,Z1F1AFF2,0,214809368,112,0,0
2/9/2015,Z1F1B6NP,0,18271736,0,0,0
2/9/2015,Z1F1B799,0,75431648,0,0,0
2/9/2015,Z1F1CZ35,0,72453248,0,0,0
2/9/2015,Z1F1FZ9J,0,210395360,0,0,0
2/9/2015,Z1F1Q9BD,0,204135752,0,0,0
2/9/2015,Z1F1R76A,0,186820040,0,0,0
2/9/2015,Z1F1RJFA,0,231469984,1576,1,0
2/9/2015,Z1F1VMZB,0,123900904,0,0,0
2/9/2015,Z1F1VQFY,0,83268312,0,0,0
2/10/2015,S1F01E6Y,0,85168544,0,0,0
2/10/2015,S1F01R2B,0,44563232,0,0,0
2/10/2015,S1F01XDJ,0,61752792,0,0,0
2/10/2015,S1F02A0J,0,129832336,0,1,0
2/10/2015,S1F02L38,0,206598232,0,0,0
2/10/2015,S1F03YZM,0,30527312,0,0,0
2/10/2015,S1F044ET,0,200932168,0,0,0
2/10/2015,S1F06ZX2,0,74336376,0,0,0
2/10/2015,S1F09DZQ,0,220238592,192,0,2
2/10/2015,S1F0AADQ,0,148167488,0,0,0
2/10/2015,S1F0AEFT,0,170785320,0,0,0
2/10/2015,S1F0BVK1,0,145131616,0,0,0
2/10/2015,S1F0BWZ3,0,183108792,0,0,0
2/10/2015,S1F0C95J,0,238957808,0,0,0
2/10/2015,S1F0CE60,0,81756024,0,0,0
2/10/2015,S1F0CVWK,0,200781960,1960,0,6
2/10/2015,S1F0DKAN,0,21722264,0,0,0
2/10/2015,S1F0DSTY,0,9962632,0,0,0
2/10/2015,S1F0E9EP,0,28918128,0,0,0
2/10/2015,S1F0EEP2,0,32872144,0,0,0
2/10/2015,S1F0EGMT,0,48801144,0,0,0
2/10/2015,S1F0EGSH,0,111168072,0,0,0
2/10/2015,S1F0F4EB,0,173530544,0,0,0
2/10/2015,S1F0F4G4,0,225472192,0,0,0
2/10/2015,S1F0FGBQ,0,90927616,0,0,0
2/10/2015,S1F0FP0C,0,33033248,0,0,0
2/10/2015,S1F0FVBE,0,120064328,0,0,0
2/10/2015,S1F0FW8K,0,199478552,0,0,0
2/10/2015,S1F0FZ8F,0,221272248,0,0,0
2/10/2015,S1F0G0XX,0,191683664,0,0,0
2/10/2015,S1F0G9ZF,0,155977696,0,0,0
2/10/2015,S1F0GCED,0,59036040,0,0,0
2/10/2015,S1F0GGJD,0,235231216,0,0,0
2/10/2015,S1F0GGPP,0,161882040,0,0,0
2/10/2015,S1F0GHJ1,0,100708680,0,0,0
2/10/2015,S1F0GJL9,0,81725056,0,0,0
2/10/2015,S1F0GJW3,0,80276896,0,0,0
2/10/2015,S1F0GKFX,0,39052456,0,0,0
2/10/2015,S1F0GKL6,0,228799192,0,0,0
2/10/2015,S1F0GPFZ,0,189192824,0,0,0
2/10/2015,S1F0GPXY,0,143495504,0,0,0
2/10/2015,S1F0GQCL,0,130090112,0,0,0
2/10/2015,S1F0GRB1,0,237292760,0,0,0
2/10/2015,S1F0GSD9,0,203349312,0,0,0
2/10/2015,S1F0GSHB,0,11022232,0,0,0
2/10/2015,S1F0GV0W,0,20413744,0,5,6
2/10/2015,S1F0H6JG,0,70954072,0,0,0
2/10/2015,S1F0H6JJ,0,97941816,0,0,0
2/10/2015,S1F0J5JH,0,118658704,0,0,0
2/10/2015,S1F0JD7P,0,145627352,0,0,0
2/10/2015,S1F0JGJV,0,84987512,0,0,0
2/10/2015,S1F0JMRJ,0,100693872,0,0,0
2/10/2015,S1F0KY6R,0,105160304,0,0,0
2/10/2015,S1F0KYCR,0,202042480,0,0,0
2/10/2015,S1F0KZJJ,0,154079424,0,0,0
2/10/2015,S1F0L0DW,0,118920696,0,0,0
2/10/2015,S1F0LBMG,0,169870840,0,0,0
2/10/2015,S1F0LBY2,0,62123672,0,0,0
2/10/2015,S1F0LCKH,0,13609048,0,0,0
2/10/2015,S1F0LCQX,0,189436216,0,0,0
2/10/2015,S1F0LCVC,0,57213440,0,0,0
2/10/2015,S1F0LD15,0,64578440,0,0,0
2/10/2015,S1F0LD2C,0,12631992,0,0,0
2/10/2015,S1F0LD73,0,56391640,0,0,0
2/10/2015,S1F0LR01,0,161137168,0,0,8
2/10/2015,S1F0M2PQ,0,218313824,0,0,6
2/10/2015,S1F0MBV5,0,158612880,0,0,0
2/10/2015,S1F0P1K7,0,28768384,0,0,0
2/10/2015,S1F0P2B4,0,177398560,0,0,0
2/10/2015,S1F0PEVC,0,154123152,0,0,0
2/10/2015,S1F0PF59,0,134572008,0,0,0
2/10/2015,S1F0PF5Q,0,24544600,0,0,0
2/10/2015,S1F0PGHQ,0,172983936,0,0,0
2/10/2015,S1F0PGZ6,0,136724872,0,0,0
2/10/2015,S1F0PJAJ,0,112073568,0,0,0
2/10/2015,S1F0PJJW,0,234666640,0,0,0
2/10/2015,S1F0PJZP,0,243434256,0,0,0
2/10/2015,S1F0PK2J,0,183028704,0,0,0
2/10/2015,S1F0PK70,0,98900544,0,0,0
2/10/2015,S1F0PL0R,0,118746088,0,0,0
2/10/2015,S1F0PL7D,0,238419952,0,0,0
2/10/2015,S1F0PLEL,0,207929128,0,0,0
2/10/2015,S1F0QF3R,0,57682512,0,0,0
2/10/2015,S1F0QWWF,0,28700072,0,0,0
2/10/2015,S1F0QWZP,0,10570864,0,0,0
2/10/2015,S1F0QXVD,0,190484752,0,0,0
2/10/2015,S1F0QXXH,0,21355552,0,0,0
2/10/2015,S1F0QY0Q,0,189742008,0,0,0
2/10/2015,S1F0QY1C,0,0,0,5,0
2/10/2015,S1F0QY71,0,157735896,0,0,0
2/10/2015,S1F0QYJX,0,121035704,0,2,0
2/10/2015,S1F0QYLA,0,22564384,0,1,0
2/10/2015,S1F0QYMX,0,45818752,0,0,0
2/10/2015,S1F0QYND,0,152964944,3848,0,17
2/10/2015,S1F0QYYB,0,23341344,0,0,0
2/10/2015,S1F0QZYJ,0,184958336,0,0,0
2/10/2015,S1F0R0PX,0,174972672,0,0,0
2/10/2015,S1F0R12B,0,48383840,0,0,0
2/10/2015,S1F0R12Y,0,168610160,0,0,0
2/10/2015,S1F0R15Y,0,70178048,0,0,0
2/10/2015,S1F0R2KW,0,191018320,0,0,0
2/10/2015,S1F0R2SV,0,131784504,0,0,0
2/10/2015,S1F0R2VP,0,785472,0,0,0
2/10/2015,S1F0R37Q,0,109368592,0,0,0
2/10/2015,S1F0R3FB,0,159672440,0,0,12
2/10/2015,S1F0R3JV,0,144595040,0,0,0
2/10/2015,S1F0R3LG,0,69748584,0,0,0
2/10/2015,S1F0RM77,0,14440712,0,0,0
2/10/2015,S1F0RQLR,0,202529352,0,0,0
2/10/2015,S1F0RR2E,0,199216176,0,0,0
2/10/2015,S1F0RR35,0,198534448,152,0,0
2/10/2015,S1F0RR5M,0,139722128,0,0,6
2/10/2015,S1F0RR7L,0,160232424,0,0,0
2/10/2015,S1F0RREN,0,113901392,0,0,0
2/10/2015,S1F0RS3B,0,155407784,0,0,0
2/10/2015,S1F0RS72,0,168386816,0,0,0
2/10/2015,S1F0RS81,0,185858808,0,0,0
2/10/2015,S1F0RSDT,0,79774168,0,0,0
2/10/2015,S1F0RSER,0,100294656,0,0,0
2/10/2015,S1F0RSFT,0,173763448,0,0,0
2/10/2015,S1F0RSG7,0,162066040,0,406,0
2/10/2015,S1F0RSMR,0,130649600,0,0,0
2/10/2015,S1F0RSWJ,0,120382232,0,0,0
2/10/2015,S1F0RSXC,0,122965848,0,0,0
2/10/2015,S1F0RSZP,0,189384936,0,0,0
2/10/2015,S1F0RSZZ,0,204497312,0,0,0
2/10/2015,S1F0RVG8,0,52276368,0,0,6
2/10/2015,S1F0S0NC,0,177451832,0,0,0
2/10/2015,S1F0S33G,0,78979320,32,0,6
2/10/2015,S1F0S34C,0,182943824,0,1331,0
2/10/2015,S1F0S351,0,130759816,0,0,0
2/10/2015,S1F0S382,0,228730968,0,0,0
2/10/2015,S1F0S387,0,135528928,0,2,0
2/10/2015,S1F0S3A3,0,228464416,0,0,0
2/10/2015,S1F0S3DF,0,71403320,0,0,0
2/10/2015,S1F0S49E,0,97383456,0,0,6
2/10/2015,S1F0S4CA,0,118398280,712,0,69
2/10/2015,S1F0S4EG,0,215571192,0,0,0
2/10/2015,S1F0S4G4,0,167502392,0,0,0
2/10/2015,S1F0S4MG,0,214639176,0,0,0
2/10/2015,S1F0S4T6,0,87039304,0,0,0
2/10/2015,S1F0S4WV,0,161337688,0,0,0
2/10/2015,S1F0S4Y9,0,134540896,0,0,76
2/10/2015,S1F0S517,0,116125736,0,0,0
2/10/2015,S1F0S52H,0,201083408,0,0,0
2/10/2015,S1F0S58D,0,78256520,0,0,0
2/10/2015,S1F0S5B2,0,84500272,0,0,0
2/10/2015,S1F0S5CE,0,169002392,0,0,6
2/10/2015,S1F0S5NE,0,130418952,0,0,2
2/10/2015,S1F0S5VX,0,176743784,0,0,0
2/10/2015,S1F0S5WJ,0,189916512,0,0,0
2/10/2015,S1F0S613,0,54464600,0,0,0
2/10/2015,S1F0S63A,0,197187928,24,0,0
2/10/2015,S1F0S649,0,101959936,0,0,0
2/10/2015,S1F0S65X,0,243462648,0,0,0
2/10/2015,S1F0S68M,0,125444416,0,0,0
2/10/2015,S1F0S6B7,0,126810704,0,0,0
2/10/2015,S1F0S6EY,0,63033072,0,0,0
2/10/2015,S1F0S6FZ,0,34193048,0,220,0
2/10/2015,S1F0S6GZ,0,243061000,0,0,0
2/10/2015,S1F0S6HH,0,83946512,0,0,0
2/10/2015,S1F0S7B7,0,104026768,0,0,18
2/10/2015,S1F0S7DN,0,224531872,0,0,0
2/10/2015,S1F0SAB1,0,148447864,0,0,0
2/10/2015,S1F0SAC1,0,236358544,0,0,0
2/10/2015,S1F0SBBW,0,116028040,0,0,0
2/10/2015,S1F0SBHA,0,167664688,0,0,0
2/10/2015,S1F0SBJA,0,158841768,0,0,0
2/10/2015,S1F0SC17,0,126477552,0,0,0
2/10/2015,S1F0T1BB,0,228384752,0,0,0
2/10/2015,S1F0T1K8,0,171960272,0,1,0
2/10/2015,S1F0T24J,0,77119888,0,0,0
2/10/2015,S1F0T29K,0,41051472,0,0,0
2/10/2015,S1F0T2LA,0,50251736,424,0,1
2/10/2015,S1F0TD9A,0,239520840,0,0,0
2/10/2015,S1F0TKW7,0,33569168,0,0,0
2/10/2015,S1F0TMRF,0,224927896,0,0,0
2/10/2015,S1F0TNW4,0,183472872,0,0,0
2/10/2015,S1F0TP5E,0,16450440,0,2693,0
2/10/2015,S1F0TP6E,0,107604064,0,1,0
2/10/2015,S1F0TP75,0,123280880,0,0,0
2/10/2015,S1F0TP82,0,218725208,0,0,0
2/10/2015,S1F0TP8F,0,55812992,0,0,0
2/10/2015,S1F0TPH4,0,77507104,0,0,0
2/10/2015,S1F0TPJC,0,135695968,0,10,0
2/10/2015,S1F0TPK1,0,199814776,0,0,0
2/10/2015,S1F0TPMF,0,36827984,0,0,0
2/10/2015,S1F0TQ9G,0,150602096,0,263,0
2/10/2015,S1F0TQCV,0,200985416,0,0,0
2/10/2015,S1F0TQJ4,0,62178120,0,0,0
2/10/2015,S1F0TQLY,0,206111440,0,0,0
2/10/2015,S1F0TQP1,0,57683144,0,72,0
2/10/2015,S1F0TQQ1,0,179901320,0,0,0
2/10/2015,S1F0TQR9,0,54693744,0,0,0
2/10/2015,S1F0TQTF,0,209028288,0,0,0
2/10/2015,S1F0VE11,0,71790880,0,0,0
2/10/2015,S1F0VE35,0,39484736,0,0,0
2/10/2015,S1F0W45F,0,173540408,0,0,0
2/10/2015,S1F0X4RC,0,38221528,0,0,0
2/10/2015,S1F0XMNV,0,115043376,0,0,0
2/10/2015,S1F0Y6BM,0,197589576,0,0,0
2/10/2015,S1F0Y8MA,0,193040264,0,0,0
2/10/2015,S1F0YX6Z,0,16052312,0,0,0
2/10/2015,W1F10Y8K,0,140776064,0,0,0
2/10/2015,W1F111C6,0,170291912,0,0,0
2/10/2015,W1F111N7,0,242224528,0,0,0
2/10/2015,W1F111Q7,0,171810512,0,0,0
2/10/2015,W1F11CR1,0,217788368,0,0,0
2/10/2015,W1F11JQW,0,125728592,0,0,0
2/10/2015,W1F11ZG9,0,165305000,0,9,214
2/10/2015,W1F12JLS,0,178116280,0,0,0
2/10/2015,W1F133A0,0,107322128,0,0,6
2/10/2015,W1F1354W,0,171730832,0,0,0
2/10/2015,W1F13B09,0,61132920,0,0,0
2/10/2015,W1F13SJ7,0,36049808,8,0,0
2/10/2015,W1F14FS4,0,92923248,0,0,0
2/10/2015,W1F14GTK,0,88594800,0,21,0
2/10/2015,W1F14H94,0,28619784,0,0,0
2/10/2015,W1F14HAQ,0,17981888,0,0,0
2/10/2015,W1F14N6K,0,164880344,0,0,0
2/10/2015,W1F14NBM,0,150493664,0,0,0
2/10/2015,W1F14NE5,0,136714816,0,0,0
2/10/2015,W1F14XGD,0,207448888,832,0,0
2/10/2015,W1F14XK6,0,116148272,0,0,0
2/10/2015,W1F15NRT,0,180856456,0,0,0
2/10/2015,W1F15P5S,0,97993384,0,0,0
2/10/2015,W1F16RA7,0,81606912,0,0,0
2/10/2015,W1F17D9Z,0,186669976,0,0,0
2/10/2015,W1F17DKS,0,179138792,0,0,0
2/10/2015,W1F17E35,0,39607744,0,0,0
2/10/2015,W1F17GR6,0,117493568,46280,0,0
2/10/2015,W1F17RLV,0,21685832,0,0,0
2/10/2015,W1F181WP,0,180725584,2000,0,0
2/10/2015,W1F18TKX,0,199797600,0,0,0
2/10/2015,W1F18YT8,0,149328912,0,0,0
2/10/2015,W1F19BPT,0,227664112,16,0,0
2/10/2015,W1F19J5Q,0,209879480,0,0,0
2/10/2015,W1F19LPJ,0,231494840,0,0,0
2/10/2015,W1F1AN6A,0,93505992,0,0,0
2/10/2015,W1F1B0KF,0,118265200,0,0,0
2/10/2015,W1F1BAE6,0,8453016,0,0,0
2/10/2015,W1F1BFHS,0,234358544,0,0,0
2/10/2015,W1F1BFMS,0,114016880,0,61,0
2/10/2015,W1F1BFP5,0,136549704,40,0,12
2/10/2015,W1F1BFRJ,0,186578768,0,0,0
2/10/2015,W1F1BFZT,0,129753456,0,0,0
2/10/2015,W1F1BG0P,0,108364824,96,0,0
2/10/2015,W1F1BG4H,0,108612216,24,0,0
2/10/2015,W1F1BGAB,0,84521592,0,0,0
2/10/2015,W1F1BQTN,0,157889072,0,0,0
2/10/2015,W1F1BRM3,0,80889616,0,0,0
2/10/2015,W1F1BS0H,0,221212384,0,0,0
2/10/2015,W1F1BS9T,0,107415272,0,2,0
2/10/2015,W1F1BTB2,0,126301368,0,0,0
2/10/2015,W1F1BW8W,0,107952656,0,0,0
2/10/2015,W1F1BZTM,0,133511696,0,0,0
2/10/2015,W1F1C0R9,0,86472280,0,1,0
2/10/2015,W1F1C51R,0,131386760,0,0,0
2/10/2015,W1F1C9HM,0,124542432,0,0,0
2/10/2015,W1F1C9TE,0,138722952,8,0,8
2/10/2015,W1F1C9WG,0,214890440,0,0,0
2/10/2015,W1F1CA72,0,62083792,0,0,0
2/10/2015,W1F1CB5E,0,232433296,40,0,0
2/10/2015,W1F1CCGF,0,163593216,8,0,0
2/10/2015,W1F1CDDP,0,169301672,736,0,2
2/10/2015,W1F1CHY9,0,145744360,0,34,0
2/10/2015,W1F1CJ1K,0,10440784,0,0,0
2/10/2015,W1F1CJ27,0,126906624,0,0,0
2/10/2015,W1F1CJ3G,0,192084224,0,7,0
2/10/2015,W1F1CJXM,0,78051528,0,0,0
2/10/2015,W1F1CK1V,0,54420496,0,0,0
2/10/2015,W1F1CK5G,0,75958520,0,0,0
2/10/2015,W1F1CKB5,0,115558544,0,0,0
2/10/2015,W1F1CKJZ,0,214260408,0,0,0
2/10/2015,W1F1CKKW,0,185904920,0,0,0
2/10/2015,W1F1CKXZ,0,157550408,104,0,0
2/10/2015,W1F1CL1K,0,180663272,0,0,112
2/10/2015,W1F1CL8Q,0,216137480,0,0,0
2/10/2015,W1F1CLBY,0,54813680,0,0,0
2/10/2015,W1F1CLED,0,204153416,0,0,0
2/10/2015,W1F1CLH3,0,30180216,0,0,0
2/10/2015,W1F1CLJG,0,230652280,0,0,0
2/10/2015,W1F1CLNF,0,228913880,0,0,0
2/10/2015,W1F1CM7H,0,39629856,0,0,0
2/10/2015,W1F1CM93,0,74474824,0,0,0
2/10/2015,W1F1CMVG,0,44085064,0,0,0
2/10/2015,W1F1CMVW,0,63465512,0,0,0
2/10/2015,W1F1CNV3,0,68023048,0,0,0
2/10/2015,W1F1CZLY,0,56572224,0,0,0
2/10/2015,W1F1D8GZ,0,200099384,0,0,0
2/10/2015,W1F1D99S,0,197302184,0,0,0
2/10/2015,W1F1DA55,0,160033864,0,0,0
2/10/2015,W1F1DABR,0,2152552,0,0,0
2/10/2015,W1F1DN0Y,0,67424040,0,0,0
2/10/2015,W1F1DN3S,0,96423784,0,0,0
2/10/2015,W1F1DNYH,0,197479904,0,0,0
2/10/2015,W1F1DPSA,0,241429448,0,0,0
2/10/2015,W1F1DQJD,0,33186752,0,0,0
2/10/2015,W1F1DQN8,0,4861752,0,0,0
2/10/2015,W1F1DQQT,0,70271240,0,18,0
2/10/2015,W1F1DQR9,0,125742128,0,0,0
2/10/2015,W1F1DX8D,0,3325312,0,0,0
2/10/2015,W1F1FHEK,0,173090152,0,0,0
2/10/2015,W1F1FZ8B,0,180387904,0,0,0
2/10/2015,W1F1GLFN,0,25554920,0,0,0
2/10/2015,W1F1GMWX,0,204824392,0,0,0
2/10/2015,W1F1MRP9,0,222191248,0,0,0
2/10/2015,W1F1N6V6,0,227447232,0,0,0
2/10/2015,W1F1NS0C,0,243033992,0,0,0
2/10/2015,W1F1ZVME,0,83393992,0,0,0
2/10/2015,Z1F02KDL,0,106761216,0,0,0
2/10/2015,Z1F02NBQ,0,158348096,0,0,0
2/10/2015,Z1F04CA7,0,195688560,0,0,0
2/10/2015,Z1F04GCH,0,105847128,0,0,0
2/10/2015,Z1F0AHAT,0,21816056,0,0,6
2/10/2015,Z1F0AM4J,0,175158776,0,0,0
2/10/2015,Z1F0B4XZ,0,99019632,0,70,0
2/10/2015,Z1F0BA45,0,205742136,0,0,0
2/10/2015,Z1F0CBSH,0,82198960,992,0,0
2/10/2015,Z1F0CRT8,0,165742664,0,0,0
2/10/2015,Z1F0E1CS,0,207773824,0,0,0
2/10/2015,Z1F0EWVK,0,167233064,0,0,0
2/10/2015,Z1F0FAZJ,0,111533104,0,0,0
2/10/2015,Z1F0FSBY,0,212771536,2024,0,0
2/10/2015,Z1F0G55J,0,97721920,0,0,0
2/10/2015,Z1F0GB8A,0,58756432,0,0,0
2/10/2015,Z1F0GE1M,0,134248680,0,0,0
2/10/2015,Z1F0K451,0,218005744,0,0,0
2/10/2015,Z1F0KJDS,0,136672232,0,0,0
2/10/2015,Z1F0KKN4,0,144115216,0,0,0
2/10/2015,Z1F0KQWF,0,6016592,0,0,0
2/10/2015,Z1F0KSLS,0,198310976,0,0,0
2/10/2015,Z1F0L2VS,0,200946640,0,2,0
2/10/2015,Z1F0L3BL,0,158443112,0,0,0
2/10/2015,Z1F0L4T5,0,304376,0,0,0
2/10/2015,Z1F0L613,0,138050000,0,0,0
2/10/2015,Z1F0L6BY,0,164655800,0,0,0
2/10/2015,Z1F0L6DJ,0,243901296,0,0,0
2/10/2015,Z1F0L7PX,0,98358824,0,0,0
2/10/2015,Z1F0LB4J,0,34539416,0,0,0
2/10/2015,Z1F0LBBG,0,158129248,0,0,0
2/10/2015,Z1F0LH2M,0,32015208,0,0,0
2/10/2015,Z1F0LH7B,0,47524480,0,0,0
2/10/2015,Z1F0LH7E,0,8298952,0,0,0
2/10/2015,Z1F0LKEE,0,225096080,0,0,0
2/10/2015,Z1F0LKMJ,0,119484144,0,0,0
2/10/2015,Z1F0LKWC,0,54480240,0,0,0
2/10/2015,Z1F0LKX4,0,159933424,0,0,0
2/10/2015,Z1F0LL7D,0,179921432,0,0,0
2/10/2015,Z1F0LLED,0,153879656,0,0,0
2/10/2015,Z1F0LLFY,0,34433456,0,0,0
2/10/2015,Z1F0LLKC,0,118449576,0,1,0
2/10/2015,Z1F0LLKR,0,52533728,0,0,0
2/10/2015,Z1F0LLPJ,0,77714856,0,0,0
2/10/2015,Z1F0LLPS,0,103919520,0,0,0
2/10/2015,Z1F0LM11,0,175096248,0,0,0
2/10/2015,Z1F0LM6T,0,215118264,0,0,0
2/10/2015,Z1F0LNQB,0,51904008,0,0,0
2/10/2015,Z1F0LQGS,0,10441184,0,0,0
2/10/2015,Z1F0LRLQ,0,214778216,0,0,0
2/10/2015,Z1F0LSHN,0,92447544,0,0,0
2/10/2015,Z1F0LSNZ,0,204736904,0,318,0
2/10/2015,Z1F0LSPT,0,13174288,0,0,0
2/10/2015,Z1F0LSQ4,0,101507624,0,0,0
2/10/2015,Z1F0LSXW,0,53743168,0,0,0
2/10/2015,Z1F0LT0S,0,110749776,0,0,0
2/10/2015,Z1F0LT3Y,0,34312416,0,0,0
2/10/2015,Z1F0LV8X,0,186215192,0,0,0
2/10/2015,Z1F0LV93,0,205116936,0,0,0
2/10/2015,Z1F0LVEM,0,169347448,0,0,6
2/10/2015,Z1F0LVL5,0,98587320,0,0,0
2/10/2015,Z1F0M0XP,0,77071096,0,0,0
2/10/2015,Z1F0MA1S,0,216048272,0,0,0
2/10/2015,Z1F0MBGF,0,218777400,0,0,0
2/10/2015,Z1F0MM43,0,67018264,0,0,0
2/10/2015,Z1F0MP8Q,0,62262792,0,0,1
2/10/2015,Z1F0MR6M,0,151786784,0,0,0
2/10/2015,Z1F0MRPJ,0,189453232,0,0,0
2/10/2015,Z1F0MSSJ,0,89969904,0,0,0
2/10/2015,Z1F0MTFT,0,42230264,0,0,0
2/10/2015,Z1F0MWE7,0,80722424,0,0,0
2/10/2015,Z1F0MXFY,0,222171016,0,0,0
2/10/2015,Z1F0MYCF,0,136214704,0,0,0
2/10/2015,Z1F0MYEL,0,14284056,0,3,0
2/10/2015,Z1F0N5AD,0,54433256,0,0,0
2/10/2015,Z1F0N7VR,0,29740256,0,0,0
2/10/2015,Z1F0P16F,0,27029480,1096,0,0
2/10/2015,Z1F0PSHD,0,15049904,0,0,0
2/10/2015,Z1F0Q8RT,0,150404512,0,0,4
2/10/2015,Z1F0Q9H0,0,223621680,0,0,0
2/10/2015,Z1F0QGSE,0,46130632,0,0,0
2/10/2015,Z1F0QGWP,0,65304248,0,0,0
2/10/2015,Z1F0QH0C,0,231722880,0,1,0
2/10/2015,Z1F0QH7R,0,188484808,0,0,0
2/10/2015,Z1F0QK05,0,201011024,0,0,0
2/10/2015,Z1F0QKGH,0,35179992,0,0,0
2/10/2015,Z1F0QKMV,0,67099160,0,0,0
2/10/2015,Z1F0QL3N,0,26456112,0,0,0
2/10/2015,Z1F0QLC1,0,161462784,0,0,0
2/10/2015,Z1F0QLC7,0,199399256,0,0,0
2/10/2015,Z1F0QQ5F,0,110227240,0,0,0
2/10/2015,Z1F0QZJB,0,8787168,0,0,6
2/10/2015,Z1F0R8QZ,0,88099280,0,15,0
2/10/2015,Z1F0RGQV,0,185854952,0,0,0
2/10/2015,Z1F0VJ8V,0,12783952,0,0,0
2/10/2015,Z1F0VNSW,0,158144752,0,0,0
2/10/2015,Z1F0W23J,0,215954448,0,0,0
2/10/2015,Z1F0WPTF,0,166545512,0,0,0
2/10/2015,Z1F0ZCPW,0,37053304,0,0,0
2/10/2015,Z1F11B2R,0,9523840,0,0,0
2/10/2015,Z1F11SL0,0,142536712,0,0,0
2/10/2015,Z1F11SYE,0,37733368,0,0,3
2/10/2015,Z1F130LH,0,14506008,2464,0,0
2/10/2015,Z1F1479Y,0,4979704,0,0,0
2/10/2015,Z1F147WQ,0,213414704,0,0,0
2/10/2015,Z1F148T1,0,2330648,0,0,0
2/10/2015,Z1F14BGY,0,82089504,0,0,0
2/10/2015,Z1F15HYM,0,120997496,0,0,0
2/10/2015,Z1F1652D,0,226554744,0,0,0
2/10/2015,Z1F1653X,0,165581720,0,0,34
2/10/2015,Z1F16BR1,0,95575736,0,0,0
2/10/2015,Z1F17XPD,0,131046912,0,1,0
2/10/2015,Z1F17YTD,0,190743392,0,1,0
2/10/2015,Z1F17ZCN,0,75643304,0,1,10
2/10/2015,Z1F18YB3,0,196142392,0,0,0
2/10/2015,Z1F18YST,0,223139008,0,0,0
2/10/2015,Z1F1901P,0,51008872,0,0,0
2/10/2015,Z1F19KMH,0,96909672,0,0,0
2/10/2015,Z1F19QH0,0,234611976,0,0,0
2/10/2015,Z1F19TP2,0,39856320,24,0,0
2/10/2015,Z1F19TVX,0,188827872,0,0,0
2/10/2015,Z1F1A0LM,0,96741768,0,0,0
